0 0 0 0 0 1 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	1 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 5 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 1 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 1 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	4 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0
0 2 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 1 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 3 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 1 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	2 2 0 1 0 0 0 0 5 2.48756218905 0 0.0 1 0.497512437811 0 0.0 0 0.0 3 0 1 0 0	4 10 0 4 0 2 0 0 6 1.49625935162 0 0.0 4 0.997506234414 0 0.0 0 0.0 2 0 1 0 0
0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	1 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 1 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 2 0 0 0 0 1 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	1 1 0 0 0 0 0 0 1 0.990099009901 0 0.0 0 0.0 0 0.0 0 0.0 1 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 2 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 1 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	1 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 1 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	3 5 0 0 0 0 0 0 8 2.65780730897 0 0.0 0 0.0 0 0.0 0 0.0 5 0 0 0 0	1 0 0 1 0 0 0 0 0 0.0 0 0.0 1 0.990099009901 0 0.0 0 0.0 0 0 1 0 0	7 6 0 1 0 0 0 0 14 1.99714693295 0 0.0 1 0.142653352354 0 0.0 0 0.0 5 0 1 0 0	1 3 0 0 0 0 0 0 3 2.9702970297 0 0.0 0 0.0 0 0.0 0 0.0 3 0 0 0 0	11 47 0 5 0 0 0 0 67 6.08537693006 0 0.0 5 0.454132606721 0 0.0 0 0.0 14 0 1 0 0	41 203 2 26 0 0 0 0 178 4.34040477932 3 0.0731528895391 28 0.682760302365 0 0.0 0 0.0 17 2 2 0 0
0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	23 31 0 0 0 0 0 0 38 1.65145588874 0 0.0 0 0.0 0 0.0 0 0.0 5 0 0 0 0	1 1 0 0 0 0 0 0 1 0.990099009901 0 0.0 0 0.0 0 0.0 0 0.0 1 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 3 0 0 0 1 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 1 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 4 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	0 0 0 0 0 0 0 0 0 0.0 0 0.0 0 0.0 0 0.0 0 0.0 0 0 0 0 0	1 0 0 0 0 0 0 0 1 0.990099009901 0 0.0 0 0.0 0 0.0 0 0.0 1 0 0 0 0
7 56 76 1 0 0 0 0 69 9.84308131241 98 13.9800285307 0 0.0 0 0.0 0 0.0 18 20 0 0 0	5 98 82 1 0 0 0 0 53 10.5788423154 59 11.7764471058 0 0.0 0 0.0 0 0.0 14 22 0 0 0	4 112 136 1 0 0 0 0 62 15.4613466334 88 21.9451371571 0 0.0 0 0.0 0 0.0 22 29 0 0 0	4 103 114 2 0 0 0 0 40 9.97506234414 56 13.9650872818 0 0.0 0 0.0 1 0.249376558603 19 21 0 0 1	8 119 111 1 0 0 0 0 131 16.354556804 180 22.4719101124 0 0.0 0 0.0 0 0.0 24 34 0 0 0	2 110 143 2 0 0 0 0 19 9.45273631841 26 12.9353233831 0 0.0 0 0.0 0 0.0 10 14 0 0 0	6 137 141 1 0 0 0 0 86 14.309484193 126 20.9650582363 0 0.0 0 0.0 0 0.0 24 25 0 0 0	11 158 129 4 0 0 0 0 154 13.987284287 179 16.2579473206 0 0.0 0 0.0 0 0.0 21 28 0 0 0	7 153 149 0 0 0 0 0 141 20.1141226819 169 24.1084165478 0 0.0 0 0.0 0 0.0 28 42 0 0 0	5 66 149 1 0 0 0 0 92 18.3632734531 127 25.3493013972 3 0.59880239521 0 0.0 0 0.0 21 30 1 0 0	4 70 155 1 0 0 0 0 52 12.9675810474 89 22.1945137157 0 0.0 0 0.0 0 0.0 19 30 0 0 0	5 78 139 1 0 0 0 0 60 11.9760479042 105 20.9580838323 7 1.39720558882 0 0.0 0 0.0 14 25 2 0 0
